Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
Martin,4,4224400,42245
Thompson,1,3342300,33424
Johnson,3,1476800,14769
Martinez,2,3452100,34522
Wilson,3,3680000,36801
Thomas,0,1389000,13891
Brown,2,1256000,12561
Miller,4,49100,492
Johnson,1,1592100,15922
Johnson,3,3719900,37200
Miller,2,3379100,33792
Miller,4,3500400,35005
Jackson,4,4339100,43392
Johnson,4,293400,2935
Johnson,1,1284900,12850
Miller,0,1029500,10296
Moore,3,2025000,20251
White,1,966900,9670
Taylor,1,3635900,36360
White,0,1080200,10803
Wilson,3,1416400,14165
Thompson,0,1107200,11073
Wilson,4,8900,90
Smith,2,1096800,10969
White,4,2471800,24719
Anderson,1,437600,4377
Williams,3,4311800,43119
Davis,3,1912800,19129
Wilson,3,617100,6172
Thompson,4,1976200,19763
Miller,4,3267000,32671
Taylor,1,3060900,30610
Moore,2,1368000,13681
Jackson,1,3374800,33749
Jackson,1,3190400,31905
Brown,1,3617300,36174
Williams,3,1324400,13245
Miller,3,2691300,26914
Harris,3,2566300,25664
Martin,4,809000,8091
Smith,0,1762100,17622
Smith,0,147200,1473
Harris,3,2862200,28623
Moore,3,733400,7335
Johnson,1,289700,2898
Williams,3,1742800,17429
Smith,0,1112200,11123
Thomas,2,4027400,40275
Robinson,0,127000,1271
Thompson,1,3221200,32213
Johnson,3,3689200,36893
Taylor,1,482500,4826
Anderson,2,1748700,17488
Martin,4,3577400,35775
Thomas,2,136400,1365
Taylor,4,2359700,23598
Martin,0,2422100,24222
Thompson,4,1286800,12869
Robinson,1,643800,6439
Harris,2,2675600,26757
Harris,1,2666500,26666
Thomas,0,69500,696
Jackson,0,1994300,19944
Davis,3,1502700,15028
Thompson,1,4068400,40685
Moore,4,3455400,34555
Johnson,3,2004900,20050
Martin,4,1665300,16654
Martin,3,720500,7206
Johnson,4,3179700,31798
Jackson,0,4274200,42743
Miller,4,1718100,17182
Davis,3,3089000,30891
Brown,1,2755300,27554
Anderson,2,3492600,34927
Jones,2,225900,2260
Taylor,1,330000,3301
Jackson,2,4151400,41515
Anderson,1,2623000,26231
Davis,1,160400,1605
Brown,1,517000,5171
Miller,0,3325700,33258
Smith,3,154700,1548
Williams,2,3419400,34195
Thomas,1,4323000,43231
Brown,3,4264500,42646
Martinez,2,164200,1643
Smith,2,31800,319
Williams,2,1578200,15783
Wilson,3,2797000,27971
Martin,3,3147300,31474
Thomas,2,4300000,43001
Martinez,4,3260200,32603
Moore,0,3660900,36610
Miller,0,1221200,12213
Thompson,1,1505000,15051
Miller,3,57500,576
Anderson,3,2442400,24425
White,3,23000,231
Jackson,4,739400,7395
Martin,2,970300,9704
Thomas,3,683100,6832
Jackson,2,4333900,43340
Smith,3,2597400,25975
Moore,3,1745200,17453
Johnson,0,976400,9765
Jones,1,3230400,32305
White,3,872000,8721
Smith,0,736200,7363
Smith,3,325300,3254
Martinez,1,2209100,22092
Jones,4,1263500,12636
Robinson,4,1216900,12170
Robinson,2,1927700,19278
Garcia,4,1430100,14302
Wilson,3,2176500,21766
Taylor,3,333600,3337
Anderson,4,133700,1338
Harris,0,4040800,40409
Harris,3,3030700,30308
Martin,4,2117800,21179
Wilson,0,1277700,12778
Jackson,2,3718300,37184
Williams,4,3438900,34390
Martinez,4,1278700,12788
Thomas,1,2909400,29095
Brown,2,3686800,36869
Jones,3,939900,9400
Robinson,4,1749700,17498
White,1,1679200,16793
Williams,4,1804300,18044
Anderson,3,2861700,28618
Williams,0,2783100,27832
Smith,3,1588300,15884
Williams,1,1666100,16662
Martin,0,3873100,38732
Wilson,0,754800,7538
White,0,4028100,40282
Jackson,1,2693800,26939
Martinez,0,785400,7855
Johnson,4,3968000,39681
Thompson,3,4327900,43269
Miller,1,1807500,18076
Davis,3,2035700,20358
Martinez,1,1212000,12121
Jackson,1,446500,4466
Martin,3,3025600,30257
White,1,4118600,41187
Martinez,0,220200,2203
White,4,2648300,26484
Martinez,1,3705700,37058
Robinson,1,3384900,33850
Jackson,0,784000,7841
Williams,4,787900,7880
Smith,3,4028300,40284
White,0,2259400,22595
Davis,4,3232100,32322
Miller,2,1781100,17812
Anderson,2,3429400,34295
Garcia,2,1839200,18393
Moore,4,2448500,24475
Robinson,4,171300,1714
Martin,4,1078700,10788
Martin,3,13600,137
Jackson,0,1860800,18609
White,3,2223500,22236
Taylor,2,3884500,38846
Harris,3,3499200,34993
Williams,2,752800,7529
Garcia,1,454800,4549
Jones,3,3048600,30487
Anderson,4,4115800,41159
White,2,2674700,26748
Martin,4,4221600,42217
Martin,0,2282300,22824
Anderson,3,80800,809
Martin,3,2059400,20595
Smith,0,1108300,11084
Jackson,0,4097200,40973
Robinson,4,1687300,16874
Taylor,0,2357400,23575
Anderson,3,4124100,41242
Brown,2,2065900,20660
White,1,589300,5894
Wilson,1,950700,9508
Brown,1,3240500,32406
Martinez,3,1057600,10577
Robinson,4,842900,8430
White,3,614900,6150
Williams,3,739900,7400
Jones,4,42700,428
Davis,2,1854400,18545
Williams,1,4312800,43129
Garcia,3,1925800,19259
Harris,4,1408900,14090
Jones,0,2291300,22914
Thomas,2,950200,9503
White,2,2035200,20353
Robinson,3,266300,2664
Martinez,3,4283200,42833
Jackson,0,1610800,16109
Martinez,4,2440000,24401
Thomas,0,4274600,42747
Davis,0,2563400,25635
Robinson,0,960800,9609
Martin,0,2546300,25464
White,1,2409300,24094
Taylor,2,1453100,14532
Wilson,3,2092600,20927
Robinson,4,214500,2146
Brown,0,3545800,35459
Martinez,2,926400,9265
White,2,947400,9475
Williams,3,2301000,23011
White,0,1648600,16487
Jones,4,4248100,42482
Jackson,1,2521700,25218
White,0,2241800,22419
Brown,3,4048900,40490
Taylor,4,2365800,23659
Johnson,0,1887900,18880
Thomas,2,1252500,12526
Johnson,2,2649300,26494
Jackson,2,1701800,17019
Garcia,4,565700,5658
Williams,4,1432700,14328
Jones,2,4301600,43017
Jackson,0,3331600,33317
Davis,2,2697900,26980
Thomas,4,657100,6572
Robinson,2,4347600,43477
Miller,1,3345800,33459
Brown,0,3671400,36715
Taylor,3,2772900,27730
Thomas,4,2730900,27310
Martinez,3,1661400,16615
Harris,2,4052400,40525
Jones,2,2827900,28280
Williams,4,2069900,20700
Jones,0,1998900,19990
White,1,2103400,21035
Taylor,1,3269400,32695
White,2,3325200,33253
Martin,2,3817000,38171
Robinson,4,2046900,20470
Garcia,4,4187800,41879
Garcia,2,356000,3561
Harris,2,4053900,40540
Moore,0,2544300,25444
Wilson,0,3734400,37345
Smith,4,3951600,39517
Davis,2,2356900,23570
Davis,2,2207500,22076
Smith,4,1582400,15825
Robinson,3,4144500,41446
Davis,3,2472900,24730
Garcia,3,1355500,13556
Garcia,4,3878000,38781
Wilson,0,2527100,25272
Smith,4,2629200,26293
Johnson,2,1479000,14791
Smith,3,3744800,37449
Jackson,1,2573100,25732
Miller,1,2786600,27867
Johnson,4,2952200,29523
Wilson,0,2693000,26920
White,2,2481200,24813
Harris,2,2021800,20219
Thompson,4,2415300,24154
Garcia,1,2067100,20672
Thompson,3,3116300,31164
Garcia,0,557600,5577
Thompson,2,2370600,23707
Jones,4,2754900,27550
Robinson,2,3249300,32494
Smith,3,3242700,32428
Jones,2,1585400,15855
Harris,4,2369300,23694
Martin,3,4088500,40886
Robinson,4,887300,8874
Miller,3,2487600,24877
Jackson,1,3324600,33247
Thompson,1,3410200,34103
Moore,3,3521300,35214
Miller,2,3311400,33115
Garcia,4,2554400,25545
White,4,3582000,35821
Miller,0,687300,6874
Taylor,1,2457300,24574
Moore,3,1257900,12580
Williams,0,3241700,32418
Davis,3,817900,8180
Davis,0,1588500,15886
Garcia,1,2313300,23134
Wilson,4,600500,6006
Williams,2,1302500,13026
White,0,3951500,39516
Smith,2,2433800,24339
Anderson,4,2353700,23538
Anderson,2,2665700,26658
Anderson,2,3670800,36709
Martin,0,3331200,33313
Jackson,0,3914700,39148
White,3,3883100,38832
Davis,3,4067200,40673
Jackson,4,130700,1308
Martin,2,3088700,30888
Wilson,2,1938600,19387
Smith,3,3203800,32039
Thomas,4,2334600,23347
Harris,4,1374800,13749
Thompson,3,3931600,39317
Davis,1,2406000,24061
Smith,0,3599300,35994
Smith,0,1681800,16819
Brown,0,2617100,26172
Martin,0,54900,550
Wilson,2,2478200,24783
Taylor,3,3538400,35385
Anderson,2,2146500,21466
Smith,2,789100,7892
Garcia,1,417100,4172
Smith,0,3091600,30917
Garcia,4,2067400,20675
Miller,4,2630300,26304
Harris,0,3302300,33024
Harris,1,3185500,31856
Miller,2,1503300,15034
Jones,2,3348300,33484
Miller,2,1851300,18514
Smith,4,2283500,22836
Garcia,1,2569900,25700
Smith,0,3844200,38443
Robinson,1,3803500,38036
Johnson,4,2371800,23719
Davis,1,93600,937
Harris,1,2582400,25825
Wilson,3,3474100,34742
Moore,1,753600,7537
Harris,1,860000,8601
Moore,2,3783800,37839
Thompson,4,2996200,29963
Miller,3,822900,8230
Anderson,2,2648200,26483
Smith,2,1249000,12491
Smith,2,151300,1514
Harris,0,994400,9934
Martinez,3,872600,8727
Smith,0,1630300,16304
Garcia,2,2392200,23923
Moore,4,1944600,19447
Thomas,2,915500,9156
Martin,3,3190900,31910
Garcia,4,3648600,36487
White,0,3467800,34679
Garcia,4,2464500,24646
Jackson,1,3230600,32307
Williams,2,4183700,41838
Jackson,3,1970200,19703
Jackson,3,669400,6695
Taylor,4,2144400,21445
Jackson,4,3845800,38459
White,0,4217800,42179
Davis,1,4295100,42952
Martin,4,3108200,31083
Thomas,4,3766000,37661
Martinez,3,2720600,27196
Smith,4,1006000,10061
Robinson,0,3273300,32734
Anderson,0,3119300,31194
Miller,0,4105300,41054
Wilson,2,2733100,27332
Miller,0,3765500,37656
Martin,1,3005700,30058
White,0,3999500,39996
Jackson,3,1041700,10418
Moore,4,1024800,10249
Jones,4,2819700,28187
Williams,2,436600,4367
Robinson,1,2656200,26563
Robinson,3,2150700,21508
Taylor,1,1824700,18248
Johnson,0,4097300,40974
Jackson,4,234000,2341
Williams,2,4126000,41261
Johnson,3,3064600,30647
White,3,948200,9483
Williams,0,3638700,36388
Thomas,4,424600,4247
Williams,1,3287100,32872
White,3,3596400,35965
Garcia,0,2692300,26924
Brown,4,3342700,33428
Thomas,4,1486500,14866
Robinson,3,3183000,31831
Anderson,2,2981000,29811
Anderson,1,3604400,36045
Martinez,1,3755000,37551
Smith,2,1863000,18631
Miller,2,259800,2599
Anderson,4,3406800,34069
Miller,3,582100,5822
Anderson,3,3606400,36065
White,2,1800900,18010
Brown,4,2060200,20603
Martin,4,2066400,20665
Brown,3,1402400,14014
Thompson,1,2204500,22046
Miller,0,3740600,37407
White,2,898900,8990
Smith,4,1546800,15469
Martinez,4,2652000,26521
Jackson,4,989900,9900
Smith,2,2115600,21157
Moore,0,3130900,31310
Johnson,4,2561000,25611
Garcia,0,2264000,22641
Thompson,1,2027800,20279
Williams,2,3987200,39873
Jackson,4,1303100,13032
Williams,0,1628100,16282
Davis,4,1710800,17098
Smith,3,1723700,17238
Miller,4,3296300,32964
Davis,0,333400,3335
Anderson,2,3783500,37836
Thomas,3,1224500,12246
Miller,1,1327300,13274
Jackson,0,3107800,31079
Davis,2,3850700,38508
Anderson,4,374200,3743
White,1,3357600,33577
Brown,2,422100,4222
Williams,1,1116100,11162
Jones,3,4046100,40462
Taylor,3,3186400,31865
White,1,1187200,11873
Moore,4,4110600,41107
Martin,1,4017400,40164
Davis,0,2182600,21816
Harris,1,1659500,16596
Jackson,4,1218000,12181
White,4,568800,5689
White,2,2084400,20845
Davis,0,3810400,38105
Taylor,0,2622100,26222
Brown,4,648800,6489
White,2,4300400,43005
Johnson,1,591100,5912
Wilson,1,1985900,19860
Wilson,2,3192400,31914
Davis,0,4266700,42668
Jackson,1,4352100,43522
Anderson,2,2844700,28448
Brown,2,377100,3772
White,2,3839000,38391
Brown,1,3879700,38798
Taylor,0,1019800,10199
Jones,4,2144000,21441
Anderson,4,3875100,38752
Thomas,1,4156700,41568
Anderson,4,1112700,11128
Williams,4,1989000,19891
Martin,4,3251900,32520
Robinson,0,3570200,35703
Brown,0,748500,7486
White,4,505500,5056
Moore,2,3163900,31640
Smith,1,3432800,34329
Garcia,0,2880500,28806
Miller,3,2920700,29208
Moore,2,1674600,16747
Miller,2,1250400,12505
Davis,4,3567400,35675
Harris,1,569000,5691
Smith,0,2466600,24667
Robinson,4,3862200,38623
Robinson,0,1807800,18079
Harris,1,3371600,33717
Jones,2,4022400,40225
Taylor,0,2013800,20139
Moore,0,4101900,41020
Jones,1,3544500,35446
Jackson,3,1763500,17636
Martin,1,1074300,10744
Wilson,4,4189900,41900
Martinez,2,1215900,12160
Garcia,3,2181300,21814
Davis,2,1735000,17351
Brown,1,1360600,13607
Thomas,3,87700,878
Robinson,0,433200,4333
Thomas,0,1425500,14256
Thomas,1,1715200,17153
Brown,4,1736200,17363
Williams,3,2119400,21195
White,3,4316100,43162
Martinez,2,767800,7679
Davis,2,3216500,32166
Robinson,2,3621500,36216
Thompson,1,60000,601
Thomas,1,1076400,10765
Thompson,0,1677600,16777
Smith,4,3624900,36250
Brown,4,3749100,37492
Jones,3,3784600,37847
Anderson,2,1827400,18275
Thompson,1,1807400,18075
Smith,2,1258800,12589
Davis,1,1175400,11755
Robinson,1,2742000,27421
Moore,3,1633100,16332
Williams,2,1850200,18503
Wilson,0,917200,9173
White,1,3995800,39959
Taylor,1,3309900,33100
Jones,4,2746600,27467
Brown,2,705400,7055
Brown,4,1898300,18984
Brown,1,3984400,39845
Martin,2,2396000,23961
Jones,2,353800,3539
Anderson,0,2591900,25920
Harris,2,675700,6758
Moore,2,2705500,27056
Thompson,2,1354200,13543
Martinez,2,4046600,40467
White,3,38900,390
Miller,4,3670600,36707
Garcia,3,3746400,37465
White,0,568100,5682
Jones,3,1886700,18868
Smith,3,815600,8157
Robinson,1,2446400,24465
Smith,4,3795000,37951
Martin,0,3902700,39028
Williams,4,329800,3299
Garcia,1,1080300,10804
Jones,3,3238300,32384
Jones,0,1087000,10860
Jones,2,413000,4131
Anderson,3,4317400,43175
Martin,0,265500,2656
Johnson,0,2670800,26709
Anderson,3,1780500,17806
Robinson,4,3502400,35025
Thompson,2,3231000,32311
Smith,1,3201300,32014
Taylor,1,358700,3588
Brown,0,1066700,10668
Martin,0,3544400,35445
Anderson,3,2067200,20673
Martin,3,1762700,17628
White,2,305900,3060
Martinez,1,1862600,18627
Garcia,0,3502600,35027
Harris,3,2835200,28353
Thomas,4,1062300,10624
Harris,3,4286100,42862
White,0,3562300,35624
Jackson,1,3695700,36958
Taylor,4,4044200,40443
Wilson,3,417600,4177
Brown,4,4299400,42995
Johnson,1,112100,1122
Martin,2,2140900,21410
Smith,2,2091300,20914
Moore,1,1275600,12757
Anderson,1,4087900,40880
Robinson,0,2492700,24928
White,4,2053500,20536
Garcia,2,3406100,34062
Thompson,0,1870000,18701
Thompson,4,3679400,36795
Williams,0,2812500,28126
Johnson,1,409300,4094
White,2,352300,3524
Jones,2,642400,6425
Robinson,3,408000,4081
Wilson,4,83000,831
Brown,1,1753400,17535
Anderson,4,2067900,20680
Martinez,4,1424100,14242
Smith,4,2181700,21818
Brown,4,3543100,35432
Anderson,4,371100,3712
Jones,2,1146600,11467
Smith,2,1662200,16623
Jones,1,345200,3453
Thomas,2,1948300,19484
Thomas,1,2376000,23761
Miller,3,250400,2505
Martinez,4,2192000,21921
Jones,4,3246400,32465
Thomas,2,2112500,21126
Martinez,2,3666300,36664
Smith,4,1355200,13553
Anderson,3,4095900,40960
Harris,2,1971800,19719
Smith,0,2381900,23820
Robinson,3,2139700,21398
Thomas,3,3255600,32557
Jones,4,2847400,28475
Thompson,1,3560900,35610
White,1,1794700,17948
Harris,0,4275300,42754
Anderson,4,3647500,36476
Brown,1,1271200,12713
Robinson,0,879200,8793
Brown,3,4190800,41909
Moore,0,2809100,28092
White,4,2763900,27640
Jackson,4,3988900,39890
Brown,4,25200,253
Johnson,2,2831000,28311
Williams,3,2962800,29629
Anderson,0,133300,1334
White,4,417000,4171
Taylor,1,2791900,27920
Thompson,2,263100,2632
Martin,4,4214800,42149
Robinson,3,864000,8641
Harris,3,322700,3228
Johnson,3,2164100,21642
Brown,2,2674800,26749
Martin,1,1616200,16163
Davis,1,651700,6518
Brown,3,4500,46
Anderson,3,4027300,40274
Davis,3,3733800,37339
Martinez,1,3023500,30236
Taylor,3,1640400,16405
Williams,0,176300,1753
Martinez,3,3528700,35288
Smith,4,998800,9989
Anderson,1,3179800,31799
Harris,2,3726400,37265
Jones,3,2991600,29917
Jackson,4,1316500,13166
Miller,0,1958200,19583
Moore,2,790500,7906
Martinez,4,1990600,19907
Miller,0,120300,1204
Johnson,2,3561500,35616
Robinson,0,2996900,29970
Thompson,3,3761100,37612
Brown,4,4226500,42266
Moore,3,3180100,31802
Harris,4,1874300,18744
Moore,0,4290800,42909
Garcia,4,1977500,19776
Brown,2,2286400,22865
Jones,4,2610300,26104
Jones,4,4283300,42834
White,4,4059300,40594
Moore,2,1691400,16915
Miller,3,2968700,29688
Moore,2,3256400,32565
Garcia,2,3300500,33006
Williams,0,1730200,17303
Garcia,2,1473200,14733
Miller,1,988900,9890
Williams,0,1414300,14144
Wilson,2,385000,3851
Wilson,2,2238000,22381
Davis,0,3972600,39727
Brown,3,4076400,40765
Thompson,2,3923300,39234
Garcia,1,1417900,14180
Jones,0,3206200,32063
Wilson,4,364800,3649
Jackson,2,274600,2736
Thomas,4,4179200,41793
Williams,4,2945500,29456
White,3,2969000,29691
Thomas,4,2980000,29801
Moore,4,3824200,38243
Thomas,4,715100,7152
Robinson,4,3381600,33817
Garcia,0,621200,6213
Garcia,4,2594100,25942
Harris,4,3812600,38127
Robinson,3,4212000,42121
Robinson,2,740700,7408
Garcia,3,3399500,33996
Johnson,0,1676900,16770
Williams,2,1225400,12255
Anderson,0,3121200,31213
Miller,1,579000,5791
Anderson,2,2157500,21576
Jones,3,349500,3496
Harris,4,1535600,15357
Brown,4,17700,178
Garcia,2,2884100,28842
Thompson,2,1705400,17055
Brown,1,959600,9597
Martin,3,4273900,42740
Robinson,0,3777200,37773
Anderson,0,981900,9820
Thomas,3,2207800,22079
Johnson,4,654100,6542
Thompson,3,1473400,14735
Johnson,3,3174500,31746
Smith,1,264600,2647
Thomas,0,1148400,11485
Davis,1,1571200,15713
Robinson,1,1871700,18718
Moore,1,4066100,40662
Harris,0,1885000,18840
Harris,1,2580900,25810
Moore,2,2207300,22074
Miller,2,2452300,24524
Jackson,0,1318900,13190
Robinson,1,2535200,25353
Garcia,2,3156800,31569
Johnson,3,1454400,14545
Martinez,2,552000,5521
Wilson,0,1598300,15984
Thompson,4,1260900,12610
Anderson,3,2143700,21438
Brown,1,414700,4148
White,4,3873000,38731
Moore,4,3385800,33859
Thompson,3,1554000,15541
Anderson,2,2849300,28494
Smith,4,3434100,34342
Thomas,0,2662200,26623
Martin,3,1997000,19971
Harris,2,1161000,11611
Harris,2,1276100,12762
Wilson,0,3137900,31380
Johnson,2,3027300,30274
Thompson,0,1566200,15652
Wilson,0,3780200,37803
Williams,0,1660800,16609
Smith,1,1152600,11527
Taylor,1,1066600,10667
Garcia,0,4083700,40838
Brown,1,3498700,34988
Jackson,4,4089100,40892
White,2,1351400,13515
Miller,3,1195700,11958
Thompson,3,1188600,11887
Anderson,4,2316000,23161
Thompson,2,479400,4795
Harris,0,2185200,21853
Johnson,1,1501600,15017
Miller,3,1141800,11408
Garcia,1,3959200,39593
Moore,4,2759000,27591
Wilson,1,4302000,43021
Brown,2,2916600,29167
Robinson,4,1775300,17754
Jackson,1,3838700,38377
Taylor,2,1560400,15605
Taylor,3,1066100,10662
Harris,3,1040000,10401
Thomas,1,2817200,28173
Jones,2,2631000,26311
Johnson,4,4364000,43641
Moore,0,1388000,13881
Miller,0,444900,4450
Taylor,4,803100,8032
Martin,4,471800,4719
Brown,1,3858700,38588
Harris,0,2545200,25453
Moore,2,357400,3575
Miller,1,38500,386
Jones,3,466300,4664
Miller,0,3561900,35620
Anderson,0,2705300,27054
Williams,1,4352600,43527
Robinson,0,482300,4824
Miller,1,1294200,12943
Thomas,1,2459800,24588
Wilson,3,3471700,34718
Jackson,1,3594600,35947
Davis,2,4165500,41656
Wilson,2,4051600,40517
Moore,1,775400,7755
Martin,1,4073300,40734
Thomas,0,4216000,42161
Davis,2,3293600,32937
Harris,3,3467200,34673
Williams,3,2400600,24007
Johnson,2,3194600,31947
Martin,0,1998400,19985
Thomas,1,2519000,25191
White,4,1949300,19494
Johnson,0,3872800,38729
White,1,2237200,22373
Harris,0,636200,6363
Thomas,3,2118500,21186
Johnson,0,1481000,14811
Robinson,0,825700,8258
Moore,3,3899000,38991
Smith,1,2758100,27582
Robinson,0,1791700,17918
Brown,0,3986400,39865
Brown,0,270700,2708
Harris,3,4146400,41465
Brown,3,3065300,30654
White,3,560200,5603
Williams,4,356400,3565
Thomas,0,1113600,11137
Johnson,3,4116400,41165
Garcia,0,558300,5584
Moore,0,2137200,21373
Robinson,3,482900,4830
Miller,0,452500,4526
Jones,1,902900,9030
Smith,3,976800,9769
Moore,3,509800,5099
Jackson,0,3091000,30911
Robinson,2,2231800,22319
Harris,0,3149600,31497
Anderson,4,426600,4267
White,3,2608400,26085
Brown,4,2760300,27604
Robinson,3,2512500,25126
Williams,1,3323800,33239
Thomas,4,4032800,40329
Davis,4,419800,4199
Robinson,1,3772800,37729
Williams,1,1926100,19262
Anderson,0,265900,2649
White,1,1238200,12383
Thompson,2,2896100,28962
Brown,2,2989900,29900
Smith,0,421300,4214
Brown,4,1300900,13010
White,3,3254700,32548
Smith,3,3245200,32453
White,2,272900,2730
Miller,2,1746700,17468
Davis,2,1555100,15552
Garcia,0,1449700,14498
Taylor,0,2480600,24807
Taylor,4,388300,3884
Garcia,3,3002700,30028
Jones,0,2527800,25279
Davis,1,831900,8320
Thompson,0,3618200,36183
Martin,2,4040100,40402
Garcia,3,820300,8204
Thompson,0,2360000,23601
Robinson,0,2452200,24523
Moore,3,3664600,36647
Jones,2,3274000,32741
White,1,3980800,39809
Martinez,0,2211300,22114
Thomas,3,1681300,16814
Taylor,4,2847700,28478
Garcia,4,1545400,15455
White,1,3762600,37627
White,1,2742800,27429
White,0,239000,2391
Garcia,2,3609900,36100
Moore,4,2017500,20176
Smith,3,3797400,37975
Williams,2,1568000,15681
Miller,4,467100,4672
Thompson,2,1112600,11127
Moore,0,426200,4263
Martinez,1,2408900,24079
Thompson,0,1205700,12058
Moore,0,1604100,16042
Wilson,3,3933000,39331
Smith,0,3962700,39628
Taylor,0,1142800,11429
Anderson,0,1833100,18321
Martinez,1,4314000,43141
Harris,0,3288000,32870
Brown,3,1508000,15081
Martinez,1,3698800,36989
White,3,1040200,10403
Garcia,0,3628800,36289
Brown,0,3978500,39786
Jackson,0,3991100,39912
Martin,3,2132600,21327
Thompson,1,3631300,36314
Taylor,3,583000,5831
Robinson,1,1663700,16638
White,3,3791200,37902
Williams,3,3203300,32034
Wilson,0,880100,8802
Brown,0,3095300,30954
Martinez,1,261400,2615
Johnson,2,2758500,27586
Jackson,0,3688200,36883
Taylor,3,644400,6445
Martin,0,1261100,12612
Thompson,3,4306200,43063
Jones,3,1575100,15752
Robinson,1,656700,6568
Martinez,4,3562900,35630
Anderson,4,3129600,31297
Davis,0,2400200,24003
Smith,2,3387000,33860
Jackson,1,4203300,42034
Davis,1,459100,4592
Jones,3,2449500,24496
Smith,1,2647200,26473
Taylor,1,3915200,39153
Taylor,0,1799400,17995
Taylor,2,3381800,33819
Garcia,1,3893600,38937
White,2,1172900,11730
Wilson,1,3312200,33123
Thomas,1,299700,2998
Martinez,3,2693100,26932
Thompson,0,2098700,20988
