Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
White,3,162600,1627
Miller,0,48900,490
Garcia,0,63400,635
Jackson,4,640600,6407
Garcia,3,557200,5573
Martinez,1,223100,2232
Smith,1,116400,1165
Moore,3,440000,4401
Taylor,4,313100,3132
Davis,1,108600,1087
Johnson,1,576600,5767
White,0,846600,8467
Martin,1,946500,9466
Martinez,3,1005400,10055
Miller,4,105100,1052
Anderson,1,89400,895
Thomas,1,880800,8809
Moore,1,40900,410
Jones,0,92300,924
Anderson,1,756100,7562
Wilson,1,932700,9328
Robinson,0,706400,7065
Wilson,0,56600,567
Davis,2,578200,5783
Thompson,1,826500,8266
Brown,3,560300,5604
Moore,3,945000,9451
Jones,1,863400,8635
White,1,141400,1415
Thompson,2,136500,1366
Williams,0,729700,7298
Smith,1,595100,5952
Brown,4,441000,4411
Williams,2,170500,1706
Robinson,1,392500,3926
Thomas,4,865600,8657
White,0,9800,99
Robinson,4,281600,2817
Robinson,1,267000,2671
Robinson,2,34400,345
Smith,4,285500,2856
White,2,981800,9819
Martin,2,747000,7471
Anderson,2,460200,4592
Harris,0,619700,6198
Garcia,2,310400,3105
Johnson,0,535700,5347
White,3,355400,3555
Wilson,0,732300,7324
Thompson,4,566300,5664
Jackson,1,58200,583
Harris,0,538800,5389
Williams,0,406600,4067
Jackson,4,942300,9424
White,1,1012000,10121
Johnson,0,765400,7655
Jones,4,51400,515
White,3,683400,6835
Anderson,4,142400,1414
Davis,0,463200,4633
Johnson,1,780100,7802
Taylor,3,999200,9993
Wilson,3,173200,1733
Taylor,3,921800,9219
Jones,4,374600,3747
Garcia,1,755800,7559
Moore,1,256400,2565
Thompson,2,735700,7358
Jones,0,10200,103
Johnson,3,777600,7777
Martinez,3,174100,1742
White,4,134900,1350
Jackson,0,244200,2443
Smith,2,628800,6289
Johnson,1,668100,6682
Johnson,1,460500,4606
Jackson,0,977100,9772
Anderson,2,29300,294
Anderson,4,371400,3715
Jackson,3,911500,9116
Anderson,3,134500,1346
Wilson,2,170300,1704
Thomas,0,274100,2742
Martin,4,814200,8143
Davis,4,290700,2908
Wilson,1,282100,2822
Thomas,1,717600,7177
Jones,1,454900,4550
Wilson,1,559400,5595
Moore,0,164200,1643
Williams,0,825800,8259
Anderson,2,137900,1380
Thomas,4,1026500,10266
Thomas,0,1018700,10188
Miller,1,699900,7000
Jackson,0,538000,5381
Garcia,4,948600,9487
Jones,2,123900,1240
Williams,0,941500,9416
Wilson,3,707200,7073
Martin,4,296700,2968
White,3,318200,3183
Robinson,3,1008300,10084
White,1,532200,5323
Garcia,4,301200,3013
Taylor,0,267600,2677
Anderson,3,77000,771
Garcia,4,38400,385
Wilson,3,884500,8846
Miller,3,509900,5100
Moore,0,650100,6502
White,3,407400,4075
Thompson,3,55200,553
Davis,0,590200,5903
Johnson,3,720500,7206
Brown,0,485300,4854
White,1,45700,458
Robinson,2,414700,4148
Johnson,3,995800,9959
Williams,2,171600,1717
Harris,2,279300,2794
Brown,1,860300,8604
Brown,0,607500,6076
Brown,4,629000,6291
White,1,665200,6653
Garcia,4,976600,9767
Robinson,0,257600,2577
Harris,0,797000,7971
Thomas,0,908400,9085
Johnson,2,885500,8856
Davis,0,806000,8061
Thomas,2,563000,5631
Wilson,2,334300,3344
White,3,683300,6823
Miller,3,748700,7488
Brown,1,789600,7897
Harris,0,143200,1433
Anderson,4,870300,8704
Miller,0,664200,6643
Davis,3,351600,3517
Garcia,2,245600,2457
Brown,2,582200,5823
Williams,2,708800,7089
Martinez,0,559200,5593
Miller,2,48800,489
Anderson,2,601800,6019
Jackson,4,785600,7857
Martinez,4,665300,6654
Robinson,0,720300,7204
Smith,4,742600,7427
Jackson,4,339500,3396
Davis,1,93900,940
Davis,2,165200,1653
Anderson,2,721100,7212
Williams,4,397900,3980
Anderson,3,611900,6120
Miller,4,932200,9323
Harris,0,982500,9826
Garcia,4,793000,7931
Jackson,0,212900,2130
Smith,1,668700,6688
Thomas,3,854300,8544
Anderson,2,111000,1111
Taylor,4,816500,8166
Miller,3,232000,2321
Davis,0,423400,4235
Thompson,0,19000,191
Williams,2,1023500,10236
Moore,4,366400,3665
Garcia,1,412400,4125
Williams,1,275900,2760
Davis,0,962800,9629
Smith,1,987000,9871
Brown,1,636200,6363
White,2,737900,7380
Jackson,3,116700,1168
Smith,2,687800,6879
Smith,1,744000,7441
Martin,1,566800,5669
Miller,3,896900,8970
Moore,3,188700,1888
Robinson,2,283000,2831
Johnson,1,431400,4315
Thomas,4,419300,4194
Martin,0,445200,4453
Williams,3,347400,3475
White,2,884200,8843
Martinez,1,395200,3953
Smith,3,544000,5441
Robinson,2,122800,1229
Jackson,2,547600,5477
Thomas,3,314300,3144
Thomas,2,66100,662
Thomas,4,295900,2960
Harris,1,983000,9831
Miller,2,655100,6552
Harris,1,517300,5174
Miller,2,830900,8310
Moore,3,323600,3237
Thomas,4,75500,756
Smith,0,864400,8645
Robinson,1,857800,8579
Taylor,4,217400,2175
Brown,1,462700,4628
Robinson,3,331700,3318
Brown,4,177200,1773
Harris,0,4600,47
Brown,2,983800,9828
Brown,2,718900,7190
Moore,2,924000,9241
Taylor,1,488000,4881
Harris,1,36600,367
Martinez,1,758700,7577
Harris,3,95600,957
Garcia,3,927900,9280
Harris,1,425000,4251
Martinez,4,875500,8756
Taylor,0,202500,2026
Moore,0,87000,871
Thomas,4,617300,6174
Williams,4,796200,7963
Johnson,1,500900,5010
Jackson,2,995500,9956
Robinson,4,489400,4895
Smith,0,244000,2441
Brown,4,424700,4248
Miller,3,20300,204
Smith,1,630300,6304
Davis,2,264400,2645
Garcia,1,428200,4283
Harris,3,621800,6219
Martin,4,294200,2943
Davis,2,272000,2721
Moore,4,276000,2761
Garcia,4,140600,1407
Anderson,0,828800,8289
Harris,0,332200,3312
Davis,1,476000,4761
Moore,1,953200,9533
Harris,0,178600,1787
White,1,723900,7240
Thomas,3,213000,2131
Jones,1,659200,6593
Moore,4,389500,3896
Taylor,0,1029000,10291
Smith,4,883300,8834
Martinez,4,648700,6488
Thompson,1,508000,5081
Robinson,3,635000,6351
Jones,3,163800,1639
Thomas,4,406800,4069
Martin,4,897500,8976
Martinez,2,419700,4198
Thompson,0,471700,4718
Johnson,4,922300,9224
Wilson,3,185500,1856
Williams,1,483600,4837
Miller,2,591800,5919
Davis,0,7100,72
Jackson,3,420600,4207
Johnson,4,787800,7879
Williams,3,532300,5324
Jackson,1,606300,6064
Jackson,4,219100,2192
Davis,4,274800,2749
Harris,1,961100,9612
White,0,434100,4342
Harris,2,275600,2757
Martinez,1,560100,5602
Martinez,0,510600,5107
Moore,1,657900,6580
White,2,270900,2710
Anderson,4,955600,9557
Jackson,4,206200,2052
Thomas,0,491600,4917
Thomas,2,375800,3759
Anderson,0,392800,3929
Martin,0,639300,6394
Martin,3,206400,2065
Thomas,0,708600,7087
Harris,2,368400,3685
Moore,3,403900,4040
Williams,1,962600,9627
Martin,3,393800,3939
White,1,212500,2126
Davis,3,938400,9385
Garcia,3,701200,7013
Taylor,4,573700,5738
Miller,4,145900,1460
Brown,1,195900,1960
Moore,3,843400,8435
Garcia,3,618300,6184
Jones,0,912300,9124
Garcia,2,908300,9084
Smith,0,832700,8328
Thomas,3,21800,219
Taylor,3,681800,6819
Smith,0,451800,4519
Williams,3,847900,8480
Davis,0,337900,3380
Davis,2,738600,7387
Williams,3,568900,5690
Jones,4,965000,9651
Thomas,4,615800,6159
Wilson,3,65100,652
Brown,1,1010300,10104
Jackson,2,431500,4316
Harris,4,564000,5641
Robinson,0,328700,3288
Williams,2,728400,7285
Jackson,4,110500,1106
Thompson,0,773600,7737
Johnson,1,735300,7354
Jackson,0,562700,5628
Smith,1,414300,4144
Jackson,4,335400,3355
Anderson,3,582800,5829
Jackson,0,818400,8185
Taylor,2,611600,6117
Jackson,4,71200,713
Miller,1,357000,3571
Smith,2,344100,3442
Martin,2,736200,7363
Thomas,4,57200,573
Thompson,3,695300,6954
Brown,2,638000,6381
Thompson,1,468900,4690
Thompson,0,459400,4595
Robinson,0,952700,9528
Moore,4,979500,9796
Taylor,1,736000,7350
Anderson,1,519100,5192
Martinez,0,633600,6337
Garcia,4,574900,5750
Smith,1,39900,400
Robinson,2,242800,2429
Martin,2,546500,5466
Jones,0,513700,5138
Davis,3,414200,4143
Robinson,1,694400,6945
Moore,0,275000,2751
Martin,0,849900,8500
Miller,2,240300,2404
Smith,3,882400,8825
Jackson,1,1015800,10159
Jones,1,428100,4282
Garcia,2,122100,1222
Jones,2,729100,7292
Wilson,1,258300,2584
Robinson,3,291900,2920
Harris,2,105300,1054
Taylor,1,702200,7023
Robinson,2,918900,9190
Garcia,4,441600,4417
Taylor,4,355200,3553
Thomas,4,417900,4180
White,4,335700,3358
Wilson,4,394700,3948
White,3,939400,9395
Taylor,2,996400,9965
Robinson,3,794800,7949
Brown,4,986700,9868
Martinez,1,429200,4293
Williams,0,732500,7326
Martin,3,77100,772
Miller,0,724500,7246
Thomas,0,196800,1969
Martin,2,958300,9584
Jones,2,567800,5679
Martin,0,70800,709
Miller,0,635700,6358
Anderson,2,857200,8573
Moore,3,563300,5634
Williams,1,554800,5549
Moore,3,725000,7251
Moore,1,382500,3826
Jones,1,686700,6868
Brown,2,278800,2789
Martin,4,620200,6203
White,2,97700,978
White,4,807900,8080
Harris,1,847700,8478
Jackson,0,811000,8111
Robinson,2,470900,4710
Brown,2,633300,6334
Brown,4,643800,6439
Jones,4,439300,4394
Williams,2,92800,929
Garcia,0,704200,7043
Thompson,4,52900,519
White,3,710800,7109
Jackson,0,174400,1745
Anderson,1,239000,2391
Harris,0,61900,620
Thomas,4,961200,9613
White,0,192000,1921
Williams,3,178100,1782
Williams,2,879900,8800
Smith,2,386600,3867
Wilson,2,456400,4565
Garcia,2,498800,4989
Martin,2,767800,7679
Harris,4,449400,4495
Robinson,2,1013300,10134
Robinson,3,571100,5712
Miller,2,567300,5674
Robinson,3,300700,3008
Williams,1,714200,7143
White,1,240900,2410
Wilson,3,917900,9180
Brown,0,373300,3734
Moore,2,517400,5175
Jones,3,148900,1490
White,3,766400,7665
Miller,2,540400,5405
Miller,2,243600,2437
Thompson,2,743100,7432
Johnson,4,162100,1622
Johnson,4,775000,7751
Martinez,4,401000,4011
Williams,2,752500,7526
Harris,3,62300,624
Martinez,1,447100,4472
Garcia,4,460800,4609
Martin,2,39100,392
Wilson,2,925800,9259
Jones,1,286100,2862
Jackson,3,152100,1522
Thomas,0,355100,3552
Moore,2,79300,794
Moore,0,27100,272
Thompson,2,1017800,10179
Davis,2,4000,41
Thompson,2,312300,3124
Brown,2,995200,9953
Martinez,3,45900,460
Harris,4,974100,9742
Williams,0,897800,8979
Smith,3,435500,4356
Wilson,3,622200,6223
Thompson,2,881000,8811
Thomas,1,202100,2022
Anderson,4,768900,7690
Wilson,1,690000,6901
Martin,1,882100,8822
Thomas,4,209100,2092
Moore,0,900200,9003
Taylor,4,385500,3856
Johnson,0,201800,2019
Wilson,1,902400,9025
Smith,0,330400,3305
Smith,0,514500,5146
Harris,1,256200,2563
Martinez,4,14700,148
Martinez,4,772500,7726
Thomas,4,420100,4202
Jackson,2,716400,7165
Taylor,0,541800,5419
Martinez,1,769400,7684
Harris,4,332000,3321
Harris,3,339400,3395
White,2,628400,6285
Martinez,3,502200,5023
Martinez,2,1021600,10217
White,1,244300,2444
Wilson,4,616800,6169
White,4,511000,5111
Robinson,4,786700,7868
Martinez,2,499400,4995
Thompson,1,436100,4362
Thompson,0,654000,6541
Thomas,2,721600,7217
Brown,1,368600,3687
Thomas,1,814600,8147
Wilson,1,252600,2527
Martin,3,934300,9344
Thomas,1,563800,5639
Harris,1,117200,1173
Anderson,1,792700,7928
Thomas,0,965200,9653
Wilson,0,32600,327
Martinez,2,255600,2557
Harris,4,439800,4399
Harris,1,459500,4596
Thomas,2,31300,314
Williams,2,360900,3610
Thomas,1,176800,1769
Robinson,1,922500,9226
Thomas,4,572400,5725
Jones,4,585900,5860
Smith,2,629500,6296
Garcia,3,373800,3739
Anderson,1,569100,5692
Wilson,3,632200,6323
Taylor,0,112100,1122
Johnson,1,670500,6695
Smith,3,945900,9460
Martin,4,611100,6112
Anderson,4,847400,8475
Thompson,0,352900,3530
Martinez,4,450200,4503
Thompson,4,918600,9187
Thomas,1,745900,7460
Johnson,4,671400,6715
Harris,0,184600,1847
Garcia,4,796700,7968
Jones,4,200900,2010
Thompson,2,144900,1450
Brown,2,1004500,10046
Robinson,2,298800,2989
White,3,70500,706
Wilson,3,924300,9244
Thompson,1,836000,8361
Martinez,2,443900,4440
Garcia,3,376600,3767
Wilson,3,229500,2296
Jackson,3,54600,547
Davis,3,787600,7877
Thompson,1,748000,7481
Davis,1,435800,4359
Moore,1,414500,4146
Harris,0,626000,6261
White,4,603600,6037
Thompson,1,765200,7653
Martinez,2,1001200,10013
Johnson,0,382700,3828
Robinson,1,363600,3637
Martinez,4,522300,5224
Jackson,3,397700,3978
Jackson,0,819000,8191
Martin,2,266100,2662
Thomas,0,940900,9410
Williams,2,45500,456
Robinson,2,95400,955
Robinson,4,486500,4866
Wilson,2,287800,2879
Williams,2,560200,5603
Williams,2,201700,2018
Thompson,1,251100,2512
Martinez,2,851300,8514
White,1,398200,3983
Robinson,4,852500,8526
Martin,2,777100,7772
Taylor,3,633100,6332
Moore,2,32900,330
Johnson,3,249400,2495
Jackson,3,1027700,10278
Robinson,1,799000,7991
Davis,3,131200,1313
Jones,2,547700,5478
Brown,0,5200,53
Jackson,3,820200,8203
Brown,0,63300,634
Anderson,2,711500,7116
Taylor,3,685000,6851
Davis,2,386800,3869
Johnson,4,977800,9779
Jones,2,712200,7123
Thomas,4,385800,3859
Williams,4,168600,1687
Jones,1,888600,8887
Robinson,2,705400,7055
Miller,1,576700,5768
Miller,4,198300,1984
Miller,0,592400,5925
Jones,0,478700,4788
Miller,2,822500,8226
Johnson,4,678200,6783
Jones,0,409100,4092
Wilson,2,980200,9803
Williams,1,132700,1328
Harris,4,476600,4767
Taylor,3,458000,4581
Jackson,1,520200,5203
Smith,4,859300,8594
Moore,1,757600,7577
Martin,0,516200,5163
Johnson,3,160900,1610
Jackson,4,827000,8271
Robinson,2,561900,5620
Davis,1,10800,109
Jones,4,557500,5576
Johnson,2,749400,7495
Anderson,3,669500,6696
Martinez,4,330000,3301
Taylor,1,338500,3386
Johnson,0,285200,2853
Robinson,0,741000,7411
Thomas,4,739500,7396
Anderson,2,58300,584
Martinez,0,31400,315
Robinson,2,267100,2672
Davis,1,942900,9430
Brown,3,893800,8939
Moore,1,676200,6763
Johnson,0,386700,3868
Moore,1,54200,543
Martinez,4,578700,5788
Jackson,3,838500,8386
Jones,2,731700,7318
Brown,2,772200,7723
Thompson,4,419100,4192
Jones,4,166800,1669
Garcia,0,978200,9783
Moore,3,154600,1547
Johnson,0,956300,9564
Moore,4,866100,8662
Davis,3,215100,2152
Thomas,3,602500,6026
Thomas,0,114200,1143
Smith,1,5800,59
Martin,1,588500,5886
Harris,0,951800,9519
Anderson,3,594400,5945
Thomas,2,352200,3523
Williams,1,789300,7894
Jackson,3,552000,5521
Martinez,4,685800,6859
Garcia,4,828700,8288
Jones,2,36700,368
Johnson,3,946300,9464
Miller,2,368800,3689
White,3,534300,5344
Williams,3,1005300,10054
Brown,1,150500,1506
Davis,3,906100,9062
Williams,3,367700,3678
Jackson,0,932300,9324
Thompson,2,490800,4909
Thomas,2,759400,7595
Taylor,3,218500,2186
Wilson,3,337500,3376
Smith,1,417700,4178
White,3,100600,1007
Taylor,0,912700,9128
Thompson,4,486700,4868
Martin,1,757100,7572
Johnson,0,993800,9939
Harris,1,464000,4641
Jackson,4,844000,8441
Taylor,0,898700,8988
White,2,11300,114
Martinez,2,140800,1409
Anderson,0,743700,7438
Davis,2,2300,24
Garcia,1,325300,3254
White,4,471900,4720
Johnson,2,172900,1730
Davis,2,314600,3147
Brown,0,327200,3273
White,2,850700,8508
Wilson,1,675800,6759
Jones,0,347500,3476
Anderson,2,932400,9325
Wilson,3,463600,4637
Martin,4,403800,4039
Anderson,2,334600,3347
Garcia,2,714600,7147
Brown,0,1023800,10239
Miller,0,341600,3417
Brown,0,815400,8155
Wilson,4,709500,7096
Miller,0,486200,4863
Robinson,1,20900,210
Miller,0,60600,607
Moore,0,746000,7461
Johnson,1,321300,3214
Thomas,0,495900,4949
Wilson,3,734200,7343
Robinson,3,1005500,10056
Martin,1,572900,5730
Harris,1,797600,7977
Robinson,1,860000,8601
Brown,3,377600,3777
Garcia,4,506000,5061
Anderson,0,304400,3045
Miller,3,988900,9890
Martin,4,491000,4911
Brown,2,83500,836
Wilson,0,964200,9643
Wilson,2,397600,3977
Brown,1,61000,611
Robinson,4,445100,4452
Moore,4,939300,9394
Moore,2,548800,5489
Williams,3,360400,3605
Martinez,4,230100,2302
Martin,4,420300,4204
Thomas,1,186200,1863
Jackson,1,568200,5683
Jackson,2,682500,6826
Jackson,0,510200,5103
Robinson,2,401500,4016
Anderson,3,137800,1379
Martin,1,586000,5861
Jackson,4,423800,4239
Thomas,1,649300,6494
Williams,4,831800,8319
Johnson,0,664900,6650
Smith,2,841200,8413
Thomas,3,35200,353
Harris,0,111800,1119
Brown,4,902600,9027
Smith,4,629700,6298
Thomas,2,604400,6045
Martinez,3,441200,4413
Thomas,4,604300,6044
Anderson,4,123000,1231
Garcia,4,905300,9054
Robinson,3,244500,2446
Jackson,0,570500,5706
Moore,1,506600,5067
White,1,610400,6105
Robinson,1,608000,6081
Johnson,1,51600,517
Jackson,0,256300,2564
Wilson,2,582500,5826
Harris,2,474700,4748
Jackson,3,178300,1784
Jones,1,727800,7279
Thompson,3,845600,8457
Moore,3,125000,1251
White,4,646200,6463
White,3,715900,7160
Robinson,3,885900,8860
Anderson,2,107100,1072
Thompson,1,659400,6595
Jackson,2,223900,2240
Williams,2,296200,2963
Martinez,0,245500,2456
Jackson,4,857500,8576
Martin,0,821900,8220
Anderson,0,353900,3540
Taylor,2,908800,9089
Williams,0,781200,7813
Thompson,0,74800,749
Martin,3,606900,6070
Thomas,2,70700,708
Thompson,1,37700,378
Smith,2,405700,4058
Wilson,0,288700,2888
Anderson,3,458100,4582
Davis,1,904300,9044
Robinson,1,268300,2684
Jones,1,21200,213
Smith,4,449700,4498
Wilson,4,260500,2606
Johnson,3,680400,6805
Jones,0,204500,2046
Thompson,3,686400,6865
Davis,0,1007000,10071
Jones,2,738800,7389
Miller,0,301800,3019
Martin,0,134300,1344
Jackson,2,428400,4285
Robinson,1,69100,681
Harris,1,756900,7570
Robinson,3,902700,9028
Jones,2,890200,8903
Thompson,0,695900,6960
Martinez,0,774700,7748
Smith,1,514200,5143
Smith,3,849300,8494
Robinson,1,210000,2101
Martin,1,912400,9125
Davis,1,945400,9455
Miller,4,887700,8878
Davis,2,699500,6996
Martinez,3,372400,3725
Wilson,0,151100,1512
Davis,1,458600,4587
Thompson,2,5100,52
Robinson,4,1006400,10065
Robinson,1,474800,4749
Anderson,4,469200,4693
Williams,0,828100,8282
Thomas,2,424400,4245
Smith,4,250600,2507
Taylor,3,705100,7052
Martin,3,247700,2478
Harris,4,300900,3010
Brown,0,972300,9724
Martin,1,19400,195
Martin,1,110700,1108
Smith,3,289600,2897
Williams,2,450100,4502
Wilson,0,7700,78
Davis,4,501600,5017
Thompson,2,484400,4845
Garcia,0,330700,3308
Johnson,1,665800,6659
Miller,0,690500,6906
Brown,4,87500,876
Smith,2,681200,6802
Robinson,1,711000,7111
Anderson,1,697300,6974
Thomas,2,1018600,10187
Wilson,0,64200,643
Moore,1,361600,3617
Robinson,1,201200,2013
Thompson,2,988800,9889
Taylor,3,940600,9407
Martinez,0,155300,1554
Moore,4,69700,698
Garcia,4,128500,1286
Williams,0,200000,2001
Taylor,3,273500,2736
Wilson,2,985400,9855
Garcia,0,379900,3800
Williams,4,512800,5129
Thomas,4,104100,1042
Anderson,4,44300,444
Brown,3,272300,2724
Jackson,4,660500,6606
Johnson,2,665700,6658
Taylor,0,918300,9184
Harris,0,196100,1962
Wilson,1,926900,9270
Robinson,1,498900,4990
Davis,3,47800,479
Wilson,1,748400,7485
Johnson,2,184500,1846
Garcia,1,658900,6590
Robinson,2,236500,2366
Anderson,2,69600,697
Harris,1,260800,2609
Garcia,3,603800,6039
Thomas,1,454700,4548
Thomas,3,705800,7059
Jackson,4,418600,4187
Taylor,3,58500,586
Wilson,1,852200,8523
White,4,735100,7352
Jackson,3,239800,2399
Garcia,2,776600,7767
Williams,4,316900,3170
Harris,0,933400,9335
Jackson,2,678700,6788
Thompson,3,695400,6955
Anderson,0,402700,4028
Jones,1,50000,501
Jackson,4,776500,7766
Williams,3,469600,4697
Davis,0,328000,3281
Wilson,3,877400,8775
Moore,2,471500,4716
Williams,2,625600,6257
Williams,1,110200,1103
Taylor,3,880500,8806
Taylor,2,575000,5751
Martinez,0,997900,9980
Martinez,3,863300,8634
Wilson,2,503900,5040
Moore,3,413100,4132
Miller,3,312800,3129
Wilson,3,525700,5258
Martinez,4,11200,113
Garcia,3,419200,4193
White,3,541600,5417
Moore,2,563700,5638
Jackson,0,347900,3480
White,1,627300,6274
Thomas,4,540600,5407
Robinson,4,1012900,10130
Thompson,2,933800,9339
Anderson,0,803500,8036
Williams,4,846700,8468
Taylor,2,890000,8901
Taylor,1,929600,9297
Garcia,2,244100,2442
Smith,1,241100,2412
Thomas,1,673300,6734
Thomas,4,947600,9477
Johnson,0,904500,9046
Anderson,2,301400,3015
Garcia,2,403000,4031
Martin,4,104900,1050
Williams,4,577600,5777
Moore,0,379000,3791
Jackson,2,688800,6889
Garcia,0,343200,3433
Thompson,1,332800,3329
Martinez,4,462600,4627
Thomas,3,159600,1597
Jackson,2,891200,8913
Wilson,2,157100,1572
Martin,4,365300,3654
Brown,0,925000,9251
Moore,1,637300,6374
Thomas,2,320600,3207
White,1,872100,8722
Taylor,2,590400,5905
Taylor,3,827700,8278
Martinez,4,98800,989
Martin,2,201900,2020
Smith,0,887600,8877
Jones,4,175900,1760
Taylor,1,814400,8145
Taylor,4,9700,98
Thomas,4,277000,2771
Brown,4,181300,1814
Harris,4,398000,3981
Thompson,2,145700,1458
Wilson,0,612900,6130
Johnson,2,58100,582
Williams,2,764200,7643
Miller,2,574100,5742
White,2,793400,7935
Miller,4,80500,806
Jones,4,726900,7270
Robinson,1,178400,1785
Anderson,3,239700,2398
Moore,2,877600,8777
Jackson,2,958600,9587
Anderson,4,634000,6341
Taylor,2,618600,6187
Wilson,0,41100,412
Williams,0,934900,9350
White,0,254100,2542
Martinez,3,506900,5070
Williams,2,839000,8391
Wilson,3,222700,2228
Smith,1,187000,1871
Miller,0,734700,7348
Johnson,2,732700,7328
Martin,0,220100,2202
Martinez,3,622900,6230
Jones,0,534900,5350
Jones,3,457900,4580
Smith,0,908000,9081
Smith,4,543000,5431
Harris,1,535800,5359
Moore,3,216200,2163
Anderson,0,465500,4656
Smith,3,689900,6900
Anderson,3,957800,9579
Martin,0,684100,6842
Harris,2,160200,1603
Smith,3,486900,4870
Martinez,4,912800,9129
Jackson,4,918400,9185
Robinson,4,387500,3876
Wilson,1,33000,331
Williams,0,70400,705
Miller,3,769500,7696
Jackson,4,297800,2979
Jones,0,539800,5399
Garcia,0,120500,1206
Thompson,3,355000,3551
Anderson,1,584800,5849
Brown,0,637800,6379
Martinez,3,754200,7543
Thomas,3,639500,6396
Jones,4,708400,7085
Johnson,0,748500,7486
Anderson,1,936700,9368
Wilson,0,517200,5173
Martinez,3,867100,8672
Robinson,0,680200,6803
Williams,1,681500,6816
Harris,3,648000,6481
Robinson,2,421000,4211
Johnson,1,401800,4019
Miller,2,712600,7127
Robinson,2,775100,7752
Moore,3,148800,1489
Jones,2,754600,7547
Williams,2,347300,3474
White,3,948200,9483
Harris,2,95500,956
White,0,457500,4576
Wilson,1,941700,9418
Wilson,2,532400,5325
Garcia,1,517000,5171
Taylor,0,928000,9281
Garcia,4,705200,7053
Jones,4,501500,5016
Williams,3,953400,9535
Harris,2,264500,2646
Moore,4,891800,8919
Thompson,0,292700,2928
Miller,0,952500,9526
Garcia,2,115300,1154
Brown,1,829100,8292
Miller,3,22200,223
Moore,3,107900,1080
Thomas,1,990600,9907
Anderson,4,124300,1244
Smith,4,394600,3947
Brown,3,244900,2450
White,0,546600,5467
White,3,469800,4699
Martinez,0,517700,5178
Williams,2,259300,2594
